songId,artist,genre,duration,playCount,dateAdded
Ghosts of Neon Lights,TheSacred Kids,Pop,2:28,2,6/24/2012
The Shape of Shattered Glass,TheNeon Garden,Rock,3:30,139601,7/7/1998
Letters to Crimson Truth, Golden Ritual,Classical,2:07,63,9/14/1997
The Shape of Neon Silence,Bright Fire,Alternative,3:04,2,7/5/2008
Fragments of Crimson Time, Velvet Fire,Alternative,3:36,26498,1/5/2002
Dreams of Dark Signals,The Sacred Mirrors,Rock,2:53,881,6/20/2010
Tales from Burning Waves,The Heavy Club,Lo-Fi,3:57,315292,10/4/2002
Echoes of Golden Hope,Glass Club,Reggae,3:42,30,3/23/2003
Letters to Lonely Bones, Crimson Empire,Electronic,3:45,10461,4/4/2011
Last Days of Crimson Sins,The Glass Fire,Jazz,2:36,69815,1/15/1997
Portrait of Golden Truth,TheEndless Ritual,House,2:25,569,1/2/2006
Midnight in Golden Eyes,ThePaper Fire,Alternative,3:51,48247,4/9/1998
Midnight in Hidden Waves,TheEndless Strangers,Hip-Hop,2:03,2,10/22/1995
Ballad of Final Bones,The Midnight Sinners,Lo-Fi,3:58,12734,9/21/2015
Whispers of Crimson Blood, Broken Kids,Latin,4:09,1377,7/23/2015
Prayer for Young Hearts,The Modern Echoes,Electronic,3:40,4,9/24/2013
Ghosts of Final Dreams,TheStatic Choir,Ambient,2:20,5,10/20/2008
Echoes of Golden Lies, Broken Assembly,Pop,3:23,4,6/12/2024
Last Days of Young Glass,Cold Saints,Rock,3:06,9,11/4/2021
Prayer for Dark Night,TheBright Fire,Funk,2:51,19777,11/15/1999
Ballad of Endless Night,The Wild Fever,J-Pop,3:37,131,3/2/2024
Whispers of Burning Static,TheVelvet Club,Latin,2:27,370,10/14/2019
Whispers of Dark Truth,The Glass Collective,EDM,3:50,27,1/11/2022
Songs for Bright Silence,The Restless Mirrors,Trap,2:50,48130,7/3/2009
Fragments of Cold Rain,The Bright Strangers,Lo-Fi,4:00,2,6/2/2013
Children of Sacred Gold,The Feral Ghosts,EDM,4:13,2,5/14/2015
Ballad of Shattered Dreams, Electric Fire,Alternative,2:07,362,5/24/2001
Requiem for Hidden Dust,Soft Society,Disco,2:54,6011,3/12/2003
Requiem for Static Stars, Electric Society,Trap,3:13,380,3/25/2015
Whispers of Restless Storms,TheBroken Fever,Techno,4:02,1124,12/3/2018
Whispers of Restless Time,The Static Dreams,Trap,4:13,3,7/20/2021
Dreams of Static Eyes,The Young Collective,House,2:53,35,12/3/1998
Children of Soft Rivers, Velvet Echoes,Folk,3:16,18724,5/28/2000
Children of Silent Stars,ThePlastic Wolves,Soul,3:40,532378,9/18/2011
Stories of Golden Flowers,The Hidden Dreams,Techno,2:58,241124,6/27/2005
Letters to Wild Skies,Sacred Machines,Techno,3:14,13593,2/12/2004
Letters to Restless Stars,The Holy Shadows,Pop,3:24,2126,10/25/2012
Letters to Lonely Fever, Lonely Cinema,Drill,3:58,95,12/15/2002
Stories of Young Memories,The Lonely Voices,Classical,4:26,3,10/23/2018
Visions of Fading Fire, Endless Fever,Punk,4:16,152,1/18/2002
Ghosts of Velvet Fever, False Kids,Electronic,4:28,442,1/24/2017
Echoes of Velvet Ashes, Glass Wolves,House,2:58,101,2/5/1997
Fragments of Lonely Hope,TheEndless Choir,R&B,2:47,48431,7/1/2002
Portrait of Electric Ashes,TheLonely Society,Alternative,3:06,864,11/20/2007
Letters to Burning Night,Lonely Ghosts,Alternative,3:19,1031,2/14/2008
Whispers of Golden Static, Holy Society,Lo-Fi,3:23,5,6/25/2022
Songs for Broken Bones,The Lonely Echoes,Latin,3:35,27615,10/1/2017
Ballad of Young Time,The Soft Signals,Country,3:46,35,9/23/2020
Letters to Burning Secrets,The Holy Shadows,Soundtrack,2:10,5,6/20/2017
Notes from Heavy Storms,The Modern Cinema,J-Pop,2:59,20,1/19/2001
Whispers of Silent Static,The Electric Angels,Folk,4:15,13,1/20/2022
Ballad of Sacred Time,The Wild Sinners,Hip-Hop,2:39,1240,4/25/2008
Dreams of Cold Lies,The Plastic Youth,Disco,2:03,60,3/25/2003
Hymns to Final Lights, Electric Choir,Reggae,2:19,60293,8/8/2003
Portrait of Neon Youth, False Collective,Country,2:18,187016,4/15/2023
Echoes of Young Lights,TheHidden Flowers,House,2:48,10,10/17/2002
Whispers of Soft Signals, Electric Wolves,Punk,4:00,224685,8/5/2011
Dreams of Soft Eyes,Feral Strangers,Indie,4:13,4,5/7/2001
Children of Electric Snow,The Holy Fever,J-Pop,3:07,174,7/6/2013
Letters to Bright Signals,The Lonely Choir,Alternative,2:18,6,9/21/2005
Hymns to Distant Lies, Hidden Collective,Folk,2:35,1520,7/10/1996
Portrait of Silent Hope, Sacred Saints,Hip-Hop,3:43,2127,4/26/1990
Notes from Neon Waves,TheGlass Mirrors,Afrobeats,4:26,39856,7/4/2016
Prayer for Shattered Lights,The Paper Fire,Trap,4:08,13,5/25/1996
Children of Electric Lies,The Cold Youth,Indie,3:02,11855,11/12/2001
The Shape of Lonely Dust, Restless Fever,Trap,3:06,125713,12/6/2000
Ghosts of Cold Rain,The False Strangers,Lo-Fi,3:50,33107,8/2/2010
Ghosts of Shattered Gold,The False Dreams,Indie,2:47,358,12/13/2014
Whispers of Velvet Lights,TheCold Club,Trap,3:17,290,11/6/2001
Ghosts of Bright Faith, Feral Hearts,Electronic,3:48,6,9/14/2002
Children of Cold Signals,Soft Echoes,Soundtrack,2:48,29,4/19/2017
Ballad of Silent Static,The Sacred Machines,EDM,3:08,9,11/18/2015
Portrait of Young Storms,Silent Static,Soundtrack,4:05,4,8/14/2005
Notes from Crimson Machines, Final Youth,Pop,4:09,3097,2/10/2022
Notes from Lonely Storms,The Sacred Society,Funk,3:43,31888,12/8/2014
Whispers of Burning Gold, Golden Ghosts,Lo-Fi,3:06,8050,5/10/2007
Prayer for Soft Machines,TheLonely Assembly,Trap,2:09,365590,12/18/2000
Notes from Hidden Truth,The Dark Assembly,Alternative,2:07,158,4/13/2006
Portrait of Midnight Fever,The Broken Collective,Afrobeats,4:10,287,12/28/1997
Stories of Silent Skies,TheElectric Voices,Drill,2:46,38111,10/16/2017
Visions of Bright Voices,The Sacred Kids,EDM,2:26,1,9/21/2005
Fragments of Velvet Dust, Crimson Dreams,K-Pop,2:39,63,5/14/2022
Notes from Neon Waves,The Paper Kids,Classical,2:07,89689,3/10/2018
Requiem for Broken Glass, False Machines,Electronic,2:16,283679,8/10/2005
Hymns to Crimson Skies,The Broken Ghosts,Indie,2:13,52217,3/26/2017
Fragments of Golden Dreams,The Hidden Choir,Folk,2:44,15294,5/16/2017
Tales from Endless Secrets,Endless Angels,Blues,3:02,182942,9/12/2018
Hymns to Crimson Shadows, Golden Mirrors,Disco,4:20,350,12/15/2005
Visions of Distant Hearts,TheHidden Machines,Afrobeats,2:54,81073,3/16/2019
Tales from Midnight Rain,TheHeavy Hearts,Ambient,3:34,141792,12/27/2010
Hymns to Silent Glass,Sacred Static,Rock,3:51,35,5/9/1997
Echoes of Wild Lights,The Plastic Kids,Ambient,3:41,267,11/15/2017
Visions of Neon Flowers,Restless Shadows,Drill,4:03,1,11/10/2016
Portrait of Heavy Flames,The Restless Lovers,Ambient,3:31,232,7/21/2024
Tales from Distant Memories,Modern Angels,Rock,3:17,58325,12/20/1998
Notes from Midnight Dreams, Broken Club,Drill,4:28,18542,5/17/1997
Letters to Fading Glass,The Electric Wolves,J-Pop,4:01,10,10/14/2003
Echoes of Broken Smoke,TheGlass Assembly,Hip-Hop,2:32,7202,7/21/1990
Ballad of Restless Flowers,The Neon Hearts,House,4:06,1333,8/7/1995
Stories of Sacred Dreams,TheSilent Dreams,Alternative,3:45,1138,2/3/2015
Letters to Silent Echoes,The False Collective,Pop,2:47,60,5/1/2014
Ghosts of Velvet Hope,TheGlass Ritual,Alternative,3:50,165520,7/11/2024
Hymns to Dark Memories,TheGolden Ghosts,Reggae,3:42,3,7/14/2000
Songs for Sacred Rivers,The Sacred Ghosts,Disco,4:24,24,2/14/2020
Notes from Neon Flames,The Sacred Voices,Disco,4:04,5679,2/24/1995
The Shape of Neon Sins,Neon Cinema,Electronic,3:40,72669,1/2/2005
Children of Silent Sins,The Modern Strangers,Ambient,3:29,85,5/8/2012
Last Days of Burning Flowers, Broken Wolves,Pop,2:44,51,10/6/2007
Tales from Distant Ashes, Feral Voices,Alternative,2:11,13867,5/4/2009
Last Days of Static Hearts,Golden Ritual,Blues,4:06,227,2/6/2004
Fragments of Slow Smoke,TheFeral Wolves,Drill,2:27,7058,12/14/2008
Ghosts of Electric Voices, Broken Wolves,Country,3:02,27,9/22/1995
Ghosts of Burning Youth,TheSoft Echoes,Trap,2:43,3461,9/7/1996
Notes from Dark Fever,The Young Strangers,Latin,3:37,8,2/15/1997
Last Days of Lonely Blood, Cold Collective,Rock,3:48,7809,5/16/2002
Dreams of Restless Sins,TheStatic Hearts,Indie,3:10,93,10/14/2020
Last Days of Golden Lights,Sacred Dreams,Classical,3:52,513122,3/13/1999
Requiem for Endless Flowers,The Silent Ritual,Punk,3:22,281982,5/16/2018
Tales from Electric Waves,ThePaper Machines,Rock,3:03,125,5/18/2023
The Shape of Forgotten Snow,The Empty Strangers,Punk,3:33,962,3/28/2023
Tales from Velvet Night,TheNeon Machines,Rock,3:16,1095,9/12/2019
Whispers of Golden Smoke,The Golden Static,Disco,2:35,123895,5/13/2005
Children of Golden Dust,The Silent Collective,Alternative,4:19,261,3/13/2002
Tales from Neon Machines, Golden Fire,Reggae,2:10,2,3/13/2002
Fragments of Electric Bones,TheModern Garden,Funk,3:09,40018,7/25/2007
Hymns to Forgotten Echoes, Hidden Angels,Soul,2:14,234296,3/2/2016
The Shape of Distant Rivers,The Midnight Dreams,Disco,2:41,50,2/6/2004
Visions of Wild Bones, Bright Voices,Techno,3:57,3,4/24/1997
Stories of Young Memories, Lonely Youth,Punk,3:12,1,6/23/1996
Tales from Static Signals,Plastic Hearts,Hip-Hop,3:35,24379,2/1/1994
Visions of Sacred Faith,The Endless Youth,Indie,3:24,453,1/4/2017
Tales from Restless Hope,TheSacred Static,K-Pop,2:25,23469,5/23/2008
Last Days of Shattered Gold,Restless Fever,Folk,3:38,67731,8/24/1996
Ghosts of Wild Rivers,TheBright Strangers,House,3:42,346,11/16/2002
Children of Velvet Lights,The Endless Fire,Drill,2:13,229,2/5/2019
Ballad of Distant Bones,The Modern Saints,Lo-Fi,2:31,3,10/21/2014
Ghosts of Dark Blood, Neon Choir,Alternative,2:04,107089,6/8/2022
Ballad of Empty Snow, Velvet Wolves,Afrobeats,3:52,30701,5/16/2010
The Shape of Hidden Waves,The Bright Ghosts,Alternative,3:25,6,6/24/1998
Songs for Fading Ashes,The Cold Fire,Country,3:47,2,7/16/2008
Songs for Distant Bones,The Midnight Machines,Latin,2:53,2,3/28/2004
Hymns to Endless Voices, Final Saints,Drill,2:48,129389,11/17/2012
Portrait of Broken Gold,The Empty Angels,Blues,2:12,752,8/25/2014
Songs for Endless Signals,The Paper Strangers,EDM,2:20,3918,10/11/2023
Portrait of Static Skies,The Plastic Fire,Blues,2:55,9,2/23/2007
Tales from Bright Truth,TheBright Society,Reggae,3:47,56217,12/11/2021
Tales from Final Dust,TheGlass Youth,Blues,3:04,20033,4/16/2019
Ghosts of Restless Faith,Endless Kids,Blues,4:15,34353,8/16/1998
Dreams of Crimson Rain,Bright Collective,Funk,2:47,3,4/12/2017
Echoes of Broken Ashes, Young Collective,R&B,4:07,96839,5/17/2004
Ballad of Lonely Signals,TheMidnight Assembly,Jazz,2:50,169,7/5/2023
Songs for Broken Waves,The Dark Fire,EDM,4:29,100,7/25/2020
Children of Golden Eyes,The Neon Strangers,Alternative,2:17,23,6/27/2015
Tales from Heavy Bones, Golden Lovers,Soul,3:17,5,9/7/2001
Visions of Wild Memories, Holy Strangers,Metal,3:22,5,4/3/2017
Letters to Silent Skies, Neon Choir,Funk,3:46,372549,3/11/2015
Prayer for Final Stars, Broken Choir,Rock,3:10,5,10/19/1998
Midnight in Static Gold, Electric Club,Techno,3:52,1728,10/27/2014
Portrait of Final Secrets,TheEndless Youth,J-Pop,3:52,1625,11/12/2008
Letters to Heavy Skies,TheHeavy Shadows,Trap,2:54,2600,3/14/2018
Fragments of Electric Glass,The Golden Signals,Folk,4:19,41,12/12/2003
Songs for Empty Hearts,TheSilent Mirrors,J-Pop,2:27,613702,8/20/2016
Songs for Heavy Skies,Final Dreams,R&B,2:56,507251,2/4/2021
Songs for Hidden Waves,The Holy Ritual,Funk,2:51,34921,7/9/2003
Dreams of Wild Rivers,The Restless Kids,House,3:18,2,4/27/2023
Prayer for Broken Dust, Sacred Sinners,Drill,2:20,102,4/18/1996
Children of Golden Eyes,Electric Machines,Drill,3:13,2221,10/22/1998
Stories of Shattered Time,Wild Saints,Jazz,4:27,5480,2/16/2007
Stories of Sacred Ashes,Glass Collective,Country,2:14,15953,1/7/2006
Requiem for Midnight Snow, Endless Youth,R&B,2:38,2,4/25/2016
Songs for Slow Dust,The Sacred Fire,K-Pop,2:36,319138,10/9/2002
Whispers of Distant Dust,Modern Lovers,Latin,3:44,129256,10/15/1998
The Shape of Young Snow,The Heavy Strangers,EDM,4:04,362439,9/4/2015
Midnight in Empty Fire,TheHidden Garden,Folk,4:26,26,5/12/2022
Midnight in Slow Hope,The Dark Saints,Pop,4:19,21,6/11/2019
Ballad of Broken Bones,The Soft Lovers,Alternative,2:56,223327,10/15/1998
Prayer for Silent Flames,The Hidden Strangers,Soundtrack,4:21,4544,9/1/2020
Ballad of Static Rain,TheStatic Signals,Disco,3:09,32,8/9/2006
Fragments of Broken Fever,TheLonely Flowers,House,3:24,60396,4/16/1998
Songs for Heavy Snow,TheGlass Kids,Metal,4:23,18319,10/11/2007
Visions of Wild Gold,TheFinal Empire,Soundtrack,3:39,12,11/8/2021
Midnight in Distant Gold, False Cinema,Techno,2:40,352864,11/14/2009
Songs for Bright Glass,Broken Shadows,Country,2:05,4,6/8/2023
Letters to Fading Flowers,The Broken Assembly,Punk,2:28,2,7/15/2023
Tales from Heavy Fire,The Cold Garden,Alternative,3:46,50998,8/20/2008
Children of Restless Blood,The Electric Assembly,EDM,4:13,190,1/19/2017
Tales from Bright Blood,The Midnight Shadows,Soundtrack,2:12,21769,12/15/2017
Stories of Lonely Time, Paper Fire,Ambient,2:04,1667,11/6/1996
Whispers of Electric Dreams,The Plastic Garden,EDM,3:36,2,11/20/1996
Hymns to Restless Secrets,The Feral Wolves,Metal,2:03,11,6/10/2008
Fragments of Silent Silence,The Neon Collective,Afrobeats,3:46,768083,8/6/2011
Midnight in Lonely Hearts,Heavy Fever,Latin,2:13,1,6/1/1996
Echoes of Shattered Blood,The Final Lovers,Jazz,2:57,60677,2/9/2009
Children of Shattered Eyes, False Mirrors,Blues,4:25,2,6/15/2007
Last Days of Final Shadows,The Midnight Collective,Techno,2:25,1238,5/2/2023
Stories of Silent Fever,TheYoung Collective,Disco,3:11,37692,8/8/2001
Letters to Hidden Secrets,TheModern Ghosts,Funk,4:27,240302,6/9/2012
Children of Final Blood,Holy Hearts,Classical,2:03,238552,3/21/1999
The Shape of Soft Night, Silent Dreams,Folk,3:25,134,5/2/2007
Letters to Fading Eyes,TheVelvet Garden,Disco,4:19,930149,8/2/2024
Whispers of Restless Rivers, Holy Dreams,Classical,3:37,315558,3/2/2020
Letters to Midnight Dreams,The Static Lovers,EDM,2:23,2,1/27/2006
Echoes of Neon Eyes,TheVelvet Club,Soundtrack,2:55,10,3/7/2009
Children of Forgotten Ashes, Cold Dreams,Folk,4:17,198412,4/12/2005
Children of Cold Faith,TheGolden Garden,Ambient,3:28,120705,2/8/2001
Stories of Electric Static,The Holy Signals,Soul,3:59,29,11/18/2004
Ghosts of Empty Flowers,The Young Garden,Pop,2:23,697070,5/27/2010
Visions of Lonely Time,ThePlastic Angels,Lo-Fi,3:26,139,8/8/2020
Tales from Midnight Flowers,The Cold Ritual,Reggae,3:58,173064,4/23/2013
Midnight in Broken Flames, Velvet Cinema,Pop,2:12,2928,6/25/2012
Songs for Endless Lies,The Heavy Machines,R&B,3:50,103731,3/2/2010
Letters to Crimson Sins,TheBright Garden,Drill,2:48,684,9/27/2007
Children of Electric Time,The Cold Youth,Disco,3:14,38446,12/12/2018
Notes from Restless Secrets,Cold Static,Electronic,2:48,221,3/8/2004
Children of Velvet Echoes,The Endless Machines,Funk,3:32,13,7/16/2009
Echoes of Hollow Glass, Modern Kids,J-Pop,3:12,24,10/10/2017
Midnight in Young Night,The Electric Sinners,Latin,3:01,27920,4/4/2013
Children of Endless Echoes, Restless Empire,Latin,3:23,59,4/22/2010
Songs for Restless Signals,The Holy Dreams,Techno,3:38,147855,4/8/2017
Dreams of Lonely Fever,The Holy Fire,EDM,3:32,920,8/3/2000
Prayer for Empty Ashes, Holy Lovers,Blues,4:21,844240,4/23/2012
Children of Hollow Sins,TheCrimson Assembly,Soul,3:00,953681,12/17/1996
Last Days of Lonely Snow,The Midnight Strangers,R&B,2:20,172,10/27/2007
Fragments of Fading Secrets,The Final Machines,R&B,4:29,255,11/7/2008
Letters to Static Memories, Final Kids,Funk,2:23,572,5/8/2011
Requiem for Fading Blood,ThePlastic Fever,Soundtrack,3:41,15,5/20/2017
Ballad of Dark Snow, Neon Collective,Latin,2:30,28543,5/9/2023
Portrait of Fading Storms,TheMidnight Saints,Rock,2:48,37,1/8/2000
The Shape of Burning Secrets, Midnight Choir,K-Pop,2:08,44,1/12/1995
Whispers of Sacred Lights,Golden Assembly,J-Pop,3:22,521,4/22/2021
Dreams of Restless Voices,The Young Lovers,Reggae,2:00,393764,5/28/2000
Dreams of Young Youth,TheNeon Angels,Metal,4:14,1075,7/17/2018
Last Days of Young Gold,Restless Empire,Trap,4:13,37331,5/5/2016
Ballad of Soft Glass, Bright Club,Lo-Fi,2:03,13388,4/23/2024
The Shape of Crimson Signals,TheMidnight Ritual,Techno,2:28,2,8/26/1996
Whispers of Wild Glass,The Endless Dreams,Soundtrack,2:57,10617,6/18/2003
The Shape of Hollow Blood, Crimson Mirrors,Indie,2:24,24,5/8/2018
Ghosts of Young Sins,Heavy Youth,Soundtrack,2:05,225,10/18/1997
Children of Bright Fever, Endless Mirrors,Pop,4:00,934,12/2/2015
Portrait of Endless Snow, Dark Sinners,Punk,3:56,36585,7/2/2017
Requiem for Hollow Bones,The Neon Choir,Classical,4:13,1564,12/17/2003
Hymns to Electric Skies,The Young Fire,Rock,3:31,6,7/4/2013
Requiem for Restless Mirrors, Endless Sinners,EDM,3:05,13134,11/18/1996
The Shape of Velvet Truth,Modern Lovers,Latin,2:49,2610,1/25/2002
Ghosts of Dark Shadows,Velvet Strangers,Trap,2:00,289852,6/23/2016
Ballad of Silent Storms,TheHoly Angels,Funk,3:08,4,1/3/2005
Stories of Midnight Rivers,The Wild Garden,Punk,2:23,110,9/2/2009
Portrait of Silent Bones,Dark Society,Alternative,2:22,27425,1/2/2008
Visions of Silent Rain,The Glass Saints,Folk,2:33,142803,3/8/2016
Portrait of Forgotten Truth,TheFinal Club,Trap,4:27,5,11/1/2020
Fragments of Endless Rain,TheEndless Sinners,Punk,2:00,1,2/8/1996
Requiem for Wild Voices, Neon Angels,Country,2:58,145,7/1/2011
Requiem for Restless Memories,The Dark Fire,Funk,2:53,605,1/15/2022
Visions of Hollow Fire,The Wild Kids,EDM,3:40,84643,6/5/2000
Last Days of Broken Signals, Sacred Club,Electronic,2:42,23,10/5/2003
Dreams of Sacred Rivers, Dark Static,Soundtrack,3:10,289074,11/1/2018
Dreams of Burning Static,The Broken Lovers,Blues,2:28,68,5/1/2022
The Shape of Young Gold,The Lonely Empire,J-Pop,4:11,2,12/17/2024
Ghosts of Bright Lies,The Endless Empire,Hip-Hop,3:03,21906,1/1/2017
Ballad of Cold Memories,The Final Ritual,Jazz,2:31,22,1/6/2016
Ghosts of Soft Waves, Velvet Lovers,Jazz,2:04,612146,11/17/2022
Children of Endless Flames,The Final Garden,Techno,2:51,595624,12/1/1999
Echoes of Restless Rivers,The Paper Hearts,Afrobeats,4:06,3,2/18/2020
Prayer for Wild Flowers,TheFalse Mirrors,Alternative,2:57,403722,10/15/2014
Notes from Silent Voices,Restless Angels,Electronic,3:11,10,10/13/2022
Visions of Neon Bones, Empty Wolves,Rock,2:17,17150,5/3/2011
Echoes of Slow Voices, Paper Angels,Jazz,4:30,2119,9/25/2024
Prayer for Hidden Dreams,The Final Wolves,Alternative,2:51,2240,7/23/2001
Midnight in Bright Time,Neon Voices,Folk,2:10,121503,1/19/2013
Requiem for Distant Hearts,Soft Ghosts,Country,2:31,270174,7/14/2011
Echoes of Restless Mirrors,TheFinal Lovers,J-Pop,2:24,26,7/3/2018
Last Days of Forgotten Blood,The Heavy Choir,Reggae,4:21,631454,10/1/2014
Hymns to Endless Stars,The Dark Lovers,Soundtrack,3:27,24377,6/9/2006
Ghosts of Bright Gold,Static Shadows,Latin,3:53,3,4/22/1998
Hymns to Forgotten Lies,The Dark Empire,Latin,4:19,3,11/15/2005
Requiem for Static Shadows,The Paper Strangers,Blues,3:36,1087,6/9/2010
Whispers of Wild Fever, Young Garden,Disco,3:38,2578,8/19/1996
