songId,artist,genre,duration,playCount,dateAdded
Letters to Hidden Bones, Sacred Ritual,Disco,2:27,809940,3/8/2010
Fragments of Silent Fire, Soft Flowers,Folk,4:26,6,6/22/2004
Tales from Restless Flowers,The Bright Static,Indie,2:59,21558,7/16/2005
Prayer for Final Glass,The Hidden Saints,R&B,4:24,4,2/26/2024
Children of Silent Lies,Silent Static,Blues,4:05,16,9/18/2021
Echoes of Restless Machines,The Paper Dreams,Lo-Fi,2:56,66,6/23/2008
Requiem for Empty Shadows,The Silent Angels,Alternative,3:04,71503,12/11/2007
Ghosts of Golden Truth,Golden Signals,Disco,2:30,8,12/12/2001
Prayer for Empty Machines,TheLonely Kids,Jazz,3:43,5121,4/18/2022
Letters to Endless Blood, Empty Assembly,Trap,3:48,27,4/2/2020
Visions of Cold Rivers, Final Collective,J-Pop,2:30,3,10/6/2012
Notes from Wild Fever,Bright Static,Jazz,3:05,2611,10/15/1996
Fragments of Slow Memories, Static Echoes,Alternative,4:15,132560,3/14/1996
Portrait of Heavy Static,The Young Youth,R&B,2:00,1180,12/26/2005
Midnight in Hidden Storms,The Bright Garden,Classical,3:30,56,3/25/2006
Ghosts of Silent Snow,TheSilent Machines,Alternative,3:55,284854,10/15/2018
Prayer for Hidden Voices,Young Empire,Country,2:57,5,5/14/2014
Midnight in Bright Hearts,The Young Echoes,Metal,2:33,13,2/19/2020
Ballad of Burning Hope,Golden Ghosts,R&B,2:50,160,8/18/1997
Dreams of Lonely Secrets,The Restless Assembly,Alternative,3:46,645,5/13/2023
Whispers of Restless Rivers,TheYoung Club,Latin,2:47,30395,6/22/1996
Notes from Neon Sins,TheFeral Static,Soundtrack,3:35,81,12/25/2013
Stories of Lonely Machines,The Endless Hearts,Reggae,3:05,8,4/17/1995
Hymns to Slow Hope,Hidden Voices,Blues,4:14,7,2/21/2013
Prayer for Fading Machines,TheBroken Static,Soundtrack,3:43,44689,1/7/2013
Ballad of Midnight Machines,TheEmpty Mirrors,Funk,2:13,6937,1/23/2005
Children of Crimson Night, Endless Society,EDM,3:08,1,10/23/2024
Portrait of Heavy Secrets,Final Signals,Ambient,3:44,2,3/26/1999
Notes from Static Rivers,The Paper Lovers,Hip-Hop,3:20,3422,12/20/2019
Requiem for Slow Fever,Soft Lovers,Electronic,3:00,7,4/24/2009
Midnight in Restless Storms, Silent Flowers,Afrobeats,4:29,65,6/7/2010
Prayer for Cold Lights,TheStatic Hearts,Indie,2:36,172,1/23/2010
Midnight in Bright Gold,The Feral Static,Rock,3:38,3,10/19/2007
Tales from Lonely Secrets, Glass Choir,Folk,2:05,23203,5/25/1995
Midnight in Hidden Shadows,Sacred Machines,K-Pop,2:48,474,12/20/2016
Dreams of Hollow Storms, Hidden Echoes,J-Pop,2:04,277475,6/8/2007
Dreams of Golden Rain, Paper Club,EDM,2:43,118599,9/5/2016
Midnight in Lonely Gold,The Neon Society,Techno,4:23,5,8/24/2023
Hymns to Static Sins,The Glass Wolves,Ambient,3:02,52,2/23/1998
Visions of Broken Dust,TheNeon Mirrors,Soul,3:39,3,5/22/2014
Children of Dark Lights,The Bright Club,Classical,3:11,23240,6/20/2001
Letters to Forgotten Secrets,TheDark Mirrors,R&B,3:24,64978,4/7/2023
Requiem for Dark Rain,The Electric Strangers,J-Pop,2:04,935,6/6/2005
Notes from Empty Glass,Heavy Assembly,Drill,3:50,1348,11/2/2011
Hymns to Midnight Dreams, Broken Dreams,Rock,4:18,4154,3/8/2018
Letters to Hollow Lights,TheCold Voices,R&B,2:21,25,2/14/2014
Hymns to Fading Stars,The Cold Choir,Pop,3:00,1339,4/26/2012
Whispers of Midnight Hope, Final Echoes,Soul,2:11,283242,5/9/1996
Children of Restless Memories,The Endless Cinema,Ambient,3:57,174,3/22/2023
Whispers of Neon Rain, Plastic Hearts,J-Pop,4:19,1377,1/10/2005
Songs for Neon Smoke, Soft Strangers,Jazz,4:08,1,1/1/2024
Dreams of Crimson Hope, Young Collective,Folk,4:00,218,5/20/2023
Notes from Dark Flowers, Soft Cinema,Soundtrack,2:13,3675,12/1/1997
Prayer for Cold Night,Restless Shadows,Blues,2:39,218,11/13/2015
Children of Hidden Blood, Midnight Dreams,Folk,3:23,38451,8/18/1998
Visions of Lonely Waves,The Cold Voices,Country,3:12,159700,9/21/2021
Visions of Slow Secrets,The False Cinema,Pop,3:29,172,11/3/2009
Notes from Hollow Flames, Sacred Saints,House,2:16,1653,7/16/1999
Fragments of Heavy Flames, Golden Garden,House,2:14,1,3/21/2003
Dreams of Neon Snow,Bright Machines,Lo-Fi,2:36,115,7/6/2014
Songs for Endless Secrets, Lonely Fire,Metal,2:43,2,4/12/2015
Letters to Final Blood, Velvet Kids,K-Pop,4:10,3724,10/8/2008
Last Days of Broken Rain, Velvet Club,Afrobeats,3:19,43,10/20/2019
Requiem for Soft Shadows,Hidden Echoes,Jazz,4:01,30062,1/13/1999
Dreams of Dark Ashes, Hidden Hearts,Country,2:30,1822,10/18/2001
Ghosts of Cold Faith,TheStatic Fire,Afrobeats,2:56,126,12/25/1995
Ghosts of Soft Dreams,Sacred Lovers,Indie,2:49,3,2/2/1999
Children of Distant Youth,TheCrimson Static,J-Pop,4:20,643724,6/21/2013
Ballad of Forgotten Dreams, Static Collective,Punk,2:19,301,1/11/2017
Prayer for Broken Dust,TheFalse Fever,Techno,3:20,37,1/3/2020
Letters to Final Waves,Crimson Angels,House,2:14,294,7/12/2005
Prayer for Young Hope,Neon Garden,Soul,4:28,84,10/7/2006
Portrait of Neon Fire,Broken Shadows,Soul,2:45,12150,11/23/2012
Notes from Young Stars,TheHeavy Fire,Ambient,3:01,27,12/24/2016
Hymns to Broken Flowers,The Lonely Wolves,Trap,4:09,6434,1/26/2010
Stories of Cold Gold,Wild Fever,Punk,2:27,41,7/11/2011
Notes from Dark Mirrors,The Soft Dreams,Rock,3:01,32293,4/10/2008
Songs for Shattered Blood, Glass Kids,Reggae,2:42,17,10/2/2006
Fragments of Soft Lies, Young Club,Blues,3:22,15435,2/12/1999
Hymns to Cold Rain,Broken Assembly,Jazz,3:23,3,9/1/2000
Prayer for Endless Machines,The Midnight Strangers,Folk,2:48,2206,8/9/2008
Ghosts of Endless Skies, Velvet Echoes,Latin,2:59,31,5/17/2000
Prayer for Crimson Time, Sacred Empire,Reggae,3:14,3758,6/21/1996
Hymns to Hidden Lies,The Static Choir,Trap,2:04,618660,8/17/2014
Tales from Slow Storms, Dark Voices,EDM,2:41,149404,11/22/1996
Songs for Sacred Echoes, Restless Club,Funk,2:51,1,1/3/2006
Children of Empty Rain,TheSilent Fire,Indie,2:07,1068,7/12/2020
Requiem for Midnight Flames, Holy Fever,Pop,3:08,853,11/15/2020
Tales from Heavy Youth,Velvet Fever,Jazz,3:35,710,9/2/2000
Children of Burning Bones, Empty Echoes,Metal,2:52,8892,1/4/2009
Dreams of Shattered Glass,TheSilent Cinema,Punk,3:47,32,8/21/2006
Hymns to Restless Sins,The Restless Fever,Pop,3:25,3,7/23/2013
Letters to Heavy Blood,The Broken Static,Trap,2:20,11,4/11/1995
Ballad of Young Shadows,The Glass Static,House,3:23,24853,3/15/2001
Echoes of Fading Time,The Feral Ritual,EDM,4:12,362162,8/8/2018
Last Days of Soft Glass,The Static Saints,Folk,2:04,6,4/17/1996
Portrait of Cold Voices,TheGlass Strangers,Latin,2:12,10135,5/20/2002
Visions of Crimson Stars, Final Angels,Punk,3:33,461,3/3/2022
Songs for Bright Faith,The Glass Kids,Classical,4:27,1652,11/7/2023
Letters to Midnight Static,TheFinal Static,Latin,4:11,9215,6/3/1996
Fragments of Forgotten Skies,The Feral Garden,Latin,2:16,24006,3/3/2011
Tales from Cold Rain,The Golden Machines,Metal,3:37,3,9/14/2023
Requiem for Hidden Eyes, Soft Saints,Rock,3:39,1795,11/6/1997
Hymns to Endless Mirrors,The Electric Lovers,Hip-Hop,2:50,4,12/19/2014
Whispers of Young Silence, Hidden Flowers,EDM,2:15,4,5/1/2013
Ballad of Distant Youth, Feral Choir,Punk,2:56,4533,4/10/2012
Tales from Cold Eyes,False Kids,Metal,3:56,2,6/15/2006
Songs for Crimson Glass,TheNeon Lovers,Disco,2:49,334509,4/19/2001
Prayer for Forgotten Flowers, Velvet Static,Hip-Hop,2:11,38,7/11/2018
Notes from Wild Blood,Silent Kids,R&B,2:11,4562,7/5/2014
Echoes of Lonely Signals,ThePaper Hearts,R&B,4:29,2,7/2/2000
Ghosts of Forgotten Rain,The Static Lovers,Country,2:28,4949,7/18/2004
Fragments of Lonely Waves,The Neon Empire,Electronic,2:48,722,11/3/2003
Tales from Hidden Silence,Hidden Society,EDM,3:13,505,12/11/2021
Whispers of Bright Faith,The Holy Dreams,Afrobeats,3:08,93,4/12/2010
Notes from Golden Bones,TheRestless Hearts,Metal,2:51,608411,6/13/2004
Midnight in Bright Smoke, Empty Club,R&B,3:44,215163,10/23/2000
Whispers of Hidden Memories, Endless Collective,Drill,2:38,26187,7/18/1995
Tales from Soft Machines,The Dark Voices,Drill,2:17,3,12/21/2008
Letters to Cold Truth,The Restless Machines,K-Pop,3:50,7448,5/25/2012
Children of Restless Machines,Midnight Signals,Electronic,3:01,864,1/4/2003
Echoes of Hollow Truth, Electric Lovers,Folk,2:22,3,5/12/2020
Tales from Wild Skies, Holy Wolves,J-Pop,2:41,2053,9/27/1996
Whispers of Silent Truth,The Empty Collective,Latin,4:12,636163,4/18/2007
Tales from Silent Night,TheFalse Cinema,Soundtrack,4:26,1,2/7/2024
Visions of Velvet Lights,The Soft Cinema,Hip-Hop,2:41,9,1/14/2006
Ballad of Broken Lights,The Wild Saints,J-Pop,3:30,1157,10/5/2006
Fragments of Soft Flowers,TheFinal Choir,Soundtrack,2:33,2,4/21/2002
Fragments of Silent Youth, Cold Ritual,Soundtrack,3:15,6439,2/4/2008
Tales from Golden Voices,TheLonely Lovers,Reggae,2:06,117410,11/21/2001
Midnight in Dark Fire,TheEmpty Lovers,Punk,4:14,51,6/17/2014
Songs for Heavy Night,TheYoung Static,Afrobeats,2:32,2863,6/13/2002
Stories of Cold Ashes, Wild Signals,J-Pop,2:26,346,2/17/2013
Whispers of Cold Mirrors,TheVelvet Choir,Trap,3:19,125,9/11/2016
Letters to Young Signals,TheSilent Youth,Funk,4:26,18,9/24/2010
Prayer for Endless Bones,The Soft Fire,Pop,3:14,1194,3/27/2023
Fragments of Hollow Signals,The Broken Hearts,Hip-Hop,3:42,5,3/4/2017
Last Days of Shattered Storms, Feral Sinners,Pop,2:08,86,7/9/2022
Children of Young Dust, Golden Machines,Trap,2:54,4,8/18/2019
Last Days of Lonely Fever,TheVelvet Cinema,Disco,4:03,17410,9/11/2008
Tales from Distant Hope,TheHoly Assembly,Trap,2:34,20283,11/2/1995
The Shape of Midnight Secrets,Static Static,Latin,4:00,40,3/21/2019
Children of Lonely Lights, Paper Cinema,Punk,4:25,7,2/8/2003
Portrait of Broken Blood,TheGlass Youth,Techno,2:41,131,7/9/2004
Songs for Broken Fever,The Electric Mirrors,Folk,2:17,13441,9/19/2022
Ghosts of Velvet Echoes, Restless Sinners,K-Pop,3:54,21,1/2/2010
Letters to Golden Faith,Lonely Kids,Funk,3:07,858,12/12/1998
Ballad of Restless Eyes,Final Signals,Folk,2:55,7,4/12/2013
Fragments of Soft Skies,The Feral Fever,Disco,4:12,1434,6/20/2021
Hymns to Forgotten Shadows,Soft Kids,J-Pop,3:50,5,12/24/2011
Last Days of Endless Night, Restless Kids,R&B,4:03,750378,8/8/1995
Notes from Hidden Glass,Crimson Fire,Blues,2:34,75589,4/18/2015
Children of Broken Waves,Bright Flowers,House,4:08,185,2/6/2019
Stories of Fading Sins,TheFalse Wolves,Electronic,2:09,38,8/4/2001
Children of Dark Shadows,The Dark Angels,House,3:41,61946,5/26/2003
Whispers of Hidden Gold,The Empty Fever,EDM,2:33,2041,1/3/2020
Midnight in Dark Flowers,TheLonely Flowers,Disco,2:27,9,5/8/2000
Requiem for Crimson Faith,The False Ritual,Alternative,3:51,4,3/28/2016
Letters to Cold Fever,TheSacred Empire,Drill,3:30,54765,11/20/1997
Songs for Distant Echoes,The False Strangers,Pop,3:13,1033,8/14/2017
Tales from Heavy Machines,TheEndless Ghosts,Indie,3:21,2442,8/4/2014
The Shape of Sacred Snow, Neon Kids,Metal,4:30,74774,7/10/2020
Prayer for Distant Fever,TheHidden Collective,Trap,3:10,6307,12/26/2005
Echoes of Lonely Ashes,The Velvet Voices,Folk,4:11,184854,11/23/2022
Fragments of Sacred Flowers,TheYoung Echoes,Blues,2:45,9683,7/25/2012
Whispers of Young Hope,TheHidden Assembly,J-Pop,3:46,91,2/24/2004
Letters to Hidden Dust, Sacred Cinema,Electronic,3:48,2771,10/2/2000
Dreams of Endless Memories,The Young Collective,Blues,4:21,37,10/11/2014
Hymns to Velvet Storms, Glass Static,Country,3:09,55650,3/23/2009
Dreams of Heavy Stars,Glass Shadows,Drill,2:49,686979,7/7/1997
Requiem for Soft Night,Restless Lovers,Folk,2:53,35564,11/3/2005
Requiem for Neon Dust,TheGolden Fire,Alternative,2:25,8,10/27/2001
Echoes of Cold Static,TheVelvet Wolves,Punk,3:07,181,5/7/2004
Dreams of Endless Stars,The Endless Echoes,Drill,2:36,237,3/18/2015
Songs for Golden Silence,TheStatic Collective,Blues,4:27,1832,1/16/2016
Letters to Final Secrets, Velvet Cinema,R&B,3:50,77,5/13/2012
Notes from Shattered Faith,The Bright Voices,Alternative,3:28,18,12/25/2013
Portrait of Dark Faith,TheModern Ritual,Reggae,3:18,69,12/15/2021
Ballad of Slow Storms, Neon Echoes,Rock,2:11,76,12/12/2024
Visions of Slow Truth,The Endless Garden,Metal,3:10,21,11/17/2001
Songs for Fading Flowers,The Restless Ritual,Latin,3:21,1222,11/19/1999
Dreams of Crimson Memories, Static Ghosts,House,2:15,88,6/5/2020
Requiem for Heavy Fever,The Plastic Signals,Electronic,4:07,524,4/19/2006
Children of Heavy Ashes, Modern Hearts,Jazz,3:24,15556,7/22/2010
Letters to Slow Dust,The Final Collective,Metal,3:36,13285,4/22/2017
Ghosts of Distant Fever,Static Saints,Disco,2:40,590,5/8/2021
Last Days of Midnight Sins, Modern Strangers,House,4:19,6,1/28/2022
Last Days of Hollow Snow, Sacred Ritual,Techno,4:03,554546,3/11/2024
Prayer for Dark Signals, Neon Mirrors,K-Pop,2:00,199,3/4/2015
Ghosts of Forgotten Dust,Holy Collective,Alternative,2:18,44446,4/2/2020
Prayer for Bright Storms,The Restless Collective,Techno,3:57,426,1/23/2008
Ballad of Endless Bones,TheCrimson Machines,EDM,3:49,36,2/28/2011
Portrait of Golden Memories,TheBroken Collective,Pop,2:56,152257,12/18/2015
Midnight in Slow Lies,The Static Assembly,Trap,3:30,77,1/15/2000
Echoes of Static Echoes,ThePaper Sinners,Ambient,4:18,50,2/25/2005
Ballad of Soft Machines,TheCrimson Flowers,Punk,4:24,312945,1/13/2021
Requiem for Endless Memories,TheNeon Fever,Reggae,3:34,10,1/12/1995
Whispers of Sacred Time,TheEndless Kids,Classical,4:18,74283,12/1/2013
Notes from Restless Glass,Modern Angels,J-Pop,4:10,5,9/6/2022
Songs for Lonely Flames,The Wild Youth,Classical,2:22,18942,5/14/2020
Echoes of Lonely Smoke,The Cold Assembly,Rock,3:18,22442,5/28/2014
Prayer for Forgotten Eyes,Midnight Strangers,Jazz,2:48,457,11/13/2017
Ghosts of Endless Hope,Midnight Saints,Afrobeats,3:07,24,10/25/2007
Portrait of Burning Hearts, Paper Assembly,Punk,3:46,1099,3/18/2020
Ballad of Static Lights,Midnight Choir,Hip-Hop,3:11,795,12/4/2020
Notes from Heavy Echoes,The Electric Society,Folk,4:18,5601,11/6/2019
Prayer for Golden Signals,The Wild Strangers,J-Pop,2:06,337002,11/22/2006
Whispers of Cold Lies,The Feral Club,Electronic,3:55,2491,3/17/2001
Ballad of Midnight Glass,TheHeavy Voices,Pop,2:06,812,4/9/2013
Portrait of Dark Lies,The False Kids,Afrobeats,2:28,2,4/15/2002
Notes from Burning Lies,The Crimson Collective,Soundtrack,3:13,10,3/4/2022
Whispers of Hidden Fever, Velvet Saints,Funk,4:28,7,8/10/2010
Ballad of Restless Rivers,The Wild Cinema,Country,2:47,4,3/21/2005
Hymns to Final Sins, False Signals,Jazz,3:51,394226,8/20/2012
Echoes of Endless Echoes,The Golden Hearts,Hip-Hop,3:29,416031,8/18/2012
Children of Wild Skies,The Silent Voices,EDM,4:24,207798,5/25/2000
Ballad of Final Machines, Golden Garden,Funk,4:01,92829,2/5/2009
Tales from Bright Flames,Sacred Static,Disco,2:26,1192,2/18/2020
Last Days of Final Fever,The False Saints,Blues,3:37,373,9/26/2017
Prayer for Young Dreams, Plastic Ritual,J-Pop,3:36,662704,9/26/1999
Echoes of Shattered Machines, Electric Static,Blues,2:01,1915,3/24/2019
Ballad of Slow Snow, Endless Assembly,R&B,4:12,1,8/27/2003
Echoes of Burning Eyes,Silent Echoes,Blues,4:12,11525,12/13/1997
Letters to Empty Fire, Paper Cinema,Punk,4:15,20,3/19/2010
Stories of Final Ashes,The False Society,Funk,3:45,79411,10/27/2008
Last Days of Wild Echoes,Modern Dreams,Rock,3:45,2447,9/21/2000
Whispers of Fading Memories,TheYoung Flowers,R&B,3:24,5,7/10/2016
Notes from Cold Time,Endless Sinners,Pop,3:44,4,6/3/2016
Hymns to Slow Night,TheRestless Assembly,Classical,3:57,420,9/18/1996
Tales from Final Hope,The Bright Sinners,Reggae,2:21,9431,4/15/2011
Echoes of Wild Flames,The Feral Saints,Blues,2:48,3708,10/1/2021
Children of Silent Hearts,TheLonely Hearts,Rock,2:22,8,2/2/2015
Dreams of Heavy Snow,The Static Hearts,Classical,4:01,1,12/16/2013
Last Days of Golden Storms, Neon Fever,Disco,3:45,34,7/13/2000
Stories of Crimson Truth, Feral Wolves,Soul,2:52,22,12/15/2000
Ballad of Shattered Skies,ThePlastic Machines,Hip-Hop,3:56,322,5/24/2017
Tales from Golden Waves,The Dark Empire,Soul,3:01,98392,7/4/1998
Stories of Distant Gold, Empty Lovers,Funk,3:08,27,8/8/2002
Hymns to Hidden Smoke,Young Saints,R&B,2:22,46,7/23/2004
Visions of Distant Dreams,Restless Fever,Jazz,3:48,55,12/2/2016
Letters to Slow Shadows, Endless Collective,Afrobeats,2:35,3938,7/20/2006
Hymns to Heavy Truth,The Young Youth,Folk,4:07,476,11/4/2020
Prayer for Velvet Lies,The Cold Static,Jazz,2:41,546682,6/13/2014
Hymns to Young Skies,The Sacred Garden,Classical,4:01,2010,12/18/2010
Midnight in Hidden Dreams,TheYoung Angels,Alternative,3:49,364604,12/2/2001
Dreams of Soft Lies, Neon Garden,Reggae,4:06,1,6/13/1996
Notes from Velvet Smoke,ThePlastic Garden,K-Pop,3:10,2770,10/16/2013
Songs for Final Mirrors,TheHidden Fire,Folk,3:07,24977,9/23/1996
Visions of Restless Night,The Bright Cinema,Lo-Fi,3:30,4039,5/18/1998
Songs for Silent Glass,ThePaper Ghosts,Soul,2:49,46098,2/20/2010
Fragments of Lonely Flames,Wild Angels,Folk,3:53,2,10/22/2015
Stories of Fading Sins,The Feral Angels,K-Pop,2:42,100,9/13/1997
Portrait of Soft Voices,TheFinal Club,K-Pop,4:16,83362,4/1/2024
Dreams of Cold Skies,TheDark Strangers,Disco,3:50,18,1/22/1998
Letters to Cold Flames,Modern Strangers,Funk,3:31,9,2/14/2015
Notes from Hidden Memories,The Silent Dreams,House,3:18,10,3/6/1995
Tales from Silent Ashes,TheEmpty Flowers,Afrobeats,3:00,361,6/4/2013
Prayer for Static Lies, False Garden,Disco,2:10,71664,12/19/2017
Letters to Lonely Hearts,The Empty Saints,Metal,2:44,29,3/1/2012
Ballad of Cold Memories, Golden Fire,Pop,3:26,672025,7/23/2015
Echoes of Neon Ashes,TheLonely Cinema,Pop,3:11,38,4/4/2022
Ballad of Forgotten Faith,The Endless Hearts,K-Pop,2:01,640,11/13/2014
Hymns to Bright Faith,Paper Sinners,House,4:10,31,10/25/1999
Hymns to Electric Gold,The Wild Society,Punk,2:52,49,2/17/2021
Stories of Empty Waves,The Soft Strangers,Blues,3:41,139,10/11/1997
Ghosts of Forgotten Lights, Silent Flowers,Folk,2:27,10,2/11/1998
Fragments of Fading Blood,The Silent Empire,J-Pop,2:22,31,6/13/2002
Midnight in Crimson Ashes,The Broken Choir,Country,2:33,146987,2/16/2008
Children of Lonely Signals,TheLonely Empire,EDM,2:13,2670,11/10/1997
Songs for Velvet Rain,TheStatic Sinners,EDM,2:41,12856,4/8/2004
Tales from Hidden Truth,The Bright Collective,Soul,2:06,534,2/17/2010
Fragments of Crimson Sins,Endless Flowers,Funk,2:29,5,10/8/1996
Visions of Midnight Night,The Soft Assembly,Jazz,3:45,29821,8/18/2006
Songs for Soft Time, Golden Youth,Disco,2:10,31505,11/19/2002
Echoes of Neon Shadows,The Glass Assembly,Metal,3:32,78954,7/22/2015
Echoes of Hollow Snow,Velvet Ghosts,Reggae,2:18,1425,2/2/2005
Ghosts of Shattered Machines,The Modern Assembly,Country,2:59,5,4/20/1999
Dreams of Static Gold,The Plastic Shadows,Afrobeats,2:54,212,2/18/2010
Echoes of Restless Static,Cold Empire,Indie,3:01,2,5/4/2006
Echoes of Crimson Secrets,The Modern Angels,Techno,2:48,1211,12/20/2010
Dreams of Neon Skies,TheFalse Cinema,Techno,3:40,729778,1/3/2018
Visions of Static Fever,The Glass Shadows,Hip-Hop,3:24,167,7/27/2008
The Shape of Golden Static,The Midnight Empire,Disco,3:00,62931,9/2/2005
Prayer for Dark Eyes,ThePaper Fire,Electronic,2:02,61,11/24/2013
Echoes of Final Sins, Golden Echoes,Country,3:25,4,7/5/2012
Echoes of Soft Sins, Feral Hearts,Metal,2:02,73,4/9/2018
Ballad of Slow Blood,Velvet Fire,K-Pop,4:26,5,6/19/2012
Songs for Sacred Youth, Sacred Assembly,House,2:59,27461,10/24/1995
Ballad of Static Truth,TheDark Youth,Reggae,3:23,1073,8/3/2019
Prayer for Midnight Time,TheSacred Youth,Trap,4:10,146,1/16/2012
Stories of Final Memories,Silent Dreams,Trap,3:04,56,12/17/2005
Prayer for Empty Time,TheBroken Static,Pop,3:51,8011,2/18/2012
Requiem for Burning Gold,The Sacred Saints,Soundtrack,2:54,658,11/24/2015
The Shape of Bright Ashes, Glass Collective,Reggae,2:56,908,12/15/2020
Notes from Velvet Waves,The Static Youth,Latin,2:46,27,10/4/2009
Portrait of Endless Rain, Static Garden,Soul,3:25,2,9/16/1999
Letters to Hidden Memories,TheFinal Society,Trap,3:34,1053,4/11/2006
Ghosts of Young Waves,The Soft Sinners,K-Pop,2:42,1,5/20/2016
Whispers of Distant Blood,The Restless Signals,Soundtrack,4:14,21,11/23/2019
Tales from Wild Smoke,TheDark Hearts,Electronic,2:15,78,11/28/2014
Prayer for Distant Truth,Glass Choir,Jazz,3:54,39,2/26/2000
Hymns to Midnight Silence,The Hidden Sinners,Blues,3:17,101,9/16/2021
Last Days of Restless Snow, Lonely Assembly,Indie,2:28,290580,1/4/1995
Portrait of Distant Mirrors,TheFinal Youth,Disco,3:08,25166,7/23/2023
Hymns to Bright Flames, Wild Mirrors,R&B,2:47,444971,7/17/1999
Whispers of Bright Glass,The Wild Cinema,Afrobeats,2:00,450383,3/20/2007
The Shape of Empty Glass,The Broken Collective,Alternative,3:40,1,4/13/2000
Whispers of Static Ashes,The Empty Angels,Funk,3:09,3049,6/18/2009
Fragments of Fading Mirrors,The Dark Ritual,R&B,3:20,13880,3/13/2014
The Shape of Hidden Blood, Lonely Strangers,House,2:41,76,6/18/2006
Letters to Forgotten Shadows,The Final Signals,Soundtrack,3:48,13789,9/11/2012
Notes from Restless Storms,The Cold Fire,Hip-Hop,3:56,80919,7/27/2003
The Shape of Cold Sins,The Final Cinema,Jazz,2:55,6,6/23/2014
Ghosts of Slow Skies,TheWild Choir,Disco,2:50,6511,7/26/2012
Portrait of Golden Static,Final Youth,Electronic,2:34,12,7/4/2015
Hymns to Golden Dust,TheFinal Ghosts,Soundtrack,2:26,360,11/18/1996
Fragments of Dark Storms,The Paper Empire,Soundtrack,2:52,14342,11/17/2009
Stories of Endless Faith,The Neon Dreams,House,2:32,94,4/1/2012
Prayer for Soft Dreams,TheFinal Empire,Country,4:21,23388,8/27/2003
Prayer for Young Fever,TheEndless Choir,Afrobeats,3:32,4138,6/22/2000
Dreams of Bright Memories,Broken Signals,Afrobeats,3:23,1,7/12/2020
Fragments of Crimson Youth,Endless Cinema,K-Pop,2:45,208799,7/25/2022
Portrait of Endless Silence,The Restless Empire,Drill,3:35,546561,8/19/1999
Midnight in Dark Mirrors, Cold Machines,Pop,3:38,164,7/25/2024
Ballad of Distant Silence,The Hidden Collective,Lo-Fi,2:21,294362,8/19/2017
The Shape of Velvet Waves,TheEndless Static,Classical,2:29,170466,12/5/2014
The Shape of Empty Hearts, Final Dreams,Alternative,4:24,135,1/14/2022
Fragments of Soft Bones,The Holy Empire,Indie,2:57,4356,1/14/2000
Echoes of Hidden Truth,Final Sinners,Latin,2:48,162025,6/26/1997
Tales from Fading Echoes,TheRestless Lovers,Pop,2:53,98146,4/8/2020
Letters to Neon Memories, Sacred Cinema,Punk,3:01,99,8/14/1997
Hymns to Static Flames,TheFeral Shadows,Reggae,3:37,13,6/15/2009
Ballad of Golden Shadows, False Machines,Trap,4:29,16,6/10/1997
Fragments of Dark Lies,Electric Club,Lo-Fi,2:26,748,5/7/2012
Dreams of Heavy Lights,The Restless Dreams,Country,4:30,21239,2/3/1995
Notes from Endless Flames,TheGlass Fire,Classical,4:29,9447,9/13/2019
Tales from Distant Rain, Neon Youth,Funk,2:20,899119,10/6/2013
Songs for Hollow Rain, Heavy Flowers,Reggae,3:43,27861,6/13/2006
Midnight in Crimson Rivers, Broken Strangers,Reggae,2:33,5,9/23/1998
Midnight in Midnight Stars, Cold Voices,Techno,4:22,244658,4/6/2015
Midnight in Velvet Rivers,The Bright Strangers,Blues,3:39,8,3/26/1999
Last Days of Forgotten Youth,Feral Collective,Rock,2:08,13,12/22/2003
Midnight in Fading Skies,TheFinal Society,Pop,2:15,25709,10/25/2013
Tales from Restless Skies,The Golden Flowers,Alternative,4:12,15,9/25/1999
Last Days of Midnight Sins,TheMidnight Youth,Blues,3:10,13611,8/15/1997
The Shape of Heavy Gold, Feral Sinners,Indie,3:06,157512,11/3/2023
Midnight in Lonely Waves,TheFeral Shadows,Funk,3:56,126473,6/21/2021
Prayer for Electric Youth, Heavy Saints,Electronic,3:45,7132,6/13/2022
Ballad of Distant Static,The Wild Sinners,R&B,3:28,37,9/8/2007
Whispers of Cold Flowers, Endless Flowers,Latin,3:48,301300,6/8/2022
Letters to Midnight Voices,The Final Collective,EDM,2:40,49005,8/26/2004
Ballad of Velvet Smoke,The Golden Wolves,Ambient,4:02,401971,1/25/2014
Visions of Distant Fever,TheHoly Garden,Rock,3:32,9359,10/5/2014
Songs for Neon Faith,The False Signals,Metal,3:35,459486,1/10/2015
Visions of Static Voices, Holy Garden,Reggae,2:41,55653,11/12/2020
Last Days of Sacred Time, Sacred Choir,Classical,2:01,177,10/14/2016
Ghosts of Broken Fire, Heavy Collective,Classical,4:16,21191,3/5/2022
Requiem for Neon Fire,The Heavy Echoes,Latin,3:35,2,1/12/2006
Tales from Shattered Skies, Cold Angels,Lo-Fi,2:36,602885,7/6/2001
Whispers of Silent Mirrors,TheVelvet Choir,Drill,3:36,5027,9/22/2008
Hymns to Young Night,TheYoung Garden,Ambient,4:03,528,11/18/2015
Echoes of Distant Hearts,Empty Youth,Techno,4:03,10,5/19/2001
Songs for Hollow Fire,Plastic Club,Disco,2:58,9,6/13/2018
Dreams of Broken Signals,The Restless Echoes,K-Pop,3:12,936,8/2/2020
